model,drug_1,drug_2,context,label,prediction
DeepDrug,Docetaxel,Oxitriptan,Nanoparticle,0,0.87721604
DeepDrug,Docetaxel,Dobutamine,Nanoparticle,0,0.92700475
DeepDrug,Lapatinib,POLYISOBUTYLENE_MEDIUM_MOLECULAR_WEIGHT,Nanoparticle,0,0.00013122172
DeepDrug,Docetaxel,Calcium_phosphate_dibasic,Nanoparticle,0,0.7378328
DeepDrug,Docetaxel,DIBASIC_CALCIUM_PHOSPHATE_DIHYDRATE,Nanoparticle,0,0.86041886
DeepDrug,Docetaxel,Rimonabant,Nanoparticle,0,0.86106837
DeepDrug,Lapatinib,Vitamin C,Nanoparticle,0,0.0012120676
DeepDrug,Docetaxel,Levobupivacaine,Nanoparticle,0,0.948053
DeepDrug,Lapatinib,ISOMALT,Nanoparticle,0,0.00081410015
DeepDrug,Docetaxel,STEARALKONIUM_CHLORIDE,Nanoparticle,0,0.20318665
DeepDrug,Docetaxel,Topotecan,Nanoparticle,0,0.92378175
DeepDrug,Lapatinib,APAFLURANE,Nanoparticle,0,5.0456372e-05
DeepDrug,Docetaxel,L(+)-lactic_acid,Nanoparticle,0,0.21716423
DeepDrug,Docetaxel,Oxybenzone,Nanoparticle,0,0.80091435
DeepDrug,Docetaxel,Cinalukast,Nanoparticle,0,0.9116411
DeepDrug,Docetaxel,SODIUM_LAURETH-3_SULFATE,Nanoparticle,0,0.9481782
DeepDrug,Docetaxel,SODIUM STEARYL FUMARATE,Nanoparticle,0,0.8325004
DeepDrug,Docetaxel,BUTYL_ESTER_OF_METHYL_VINYL_ETHER/MALEIC_ANHYDRIDE_COPOLYMER_(125000_MW),Nanoparticle,0,0.86462015
DeepDrug,Lapatinib,Cyamemazine,Nanoparticle,0,0.007842005
DeepDrug,Lapatinib,Eperisone,Nanoparticle,0,0.0031471534
DeepDrug,Docetaxel,Sodium Nitrite,Nanoparticle,0,0.9546663
DeepDrug,Docetaxel,TREHALOSE,Nanoparticle,0,0.80289114
DeepDrug,Lapatinib,L-Phenylalanine,Nanoparticle,0,0.0005850117
DeepDrug,Lapatinib,POLYVINYL_CHLORIDE,Nanoparticle,0,0.00012313845
DeepDrug,Lapatinib,Manganese,Nanoparticle,0,3.05484e-05
DeepDrug,Lapatinib,Ranitidine,Nanoparticle,0,0.032328553
DeepDrug,Docetaxel,Sulfamerazine,Nanoparticle,0,0.9336828
DeepDrug,Docetaxel,Nicotine,Nanoparticle,0,0.8029833
DeepDrug,Lapatinib,MONOGLYCERIDE CITRATE,Nanoparticle,0,0.0016390543
DeepDrug,Lapatinib,Toremifene,Nanoparticle,0,0.005026887
DeepDrug,Lapatinib,PROPYLENE GLYCOL DIACETATE,Nanoparticle,0,0.0016297882
DeepDrug,Docetaxel,LACTOSE_MONOHYDRATE,Nanoparticle,0,0.6427223
DeepDrug,Docetaxel,DIMETHICONE_350,Nanoparticle,0,0.41842017
DeepDrug,Lapatinib,.ALPHA.-TERPINEOL,Nanoparticle,0,0.0002489988
DeepDrug,Lapatinib,DIETHYL_SEBACATE,Nanoparticle,0,0.0012135585
DeepDrug,Lapatinib,TRICHLOROETHANE,Nanoparticle,0,0.00027282568
DeepDrug,Docetaxel,Tixocortol,Nanoparticle,0,0.87359345
DeepDrug,Lapatinib,STEARYL_ALCOHOL,Nanoparticle,0,0.00071622484
DeepDrug,Docetaxel,Fesoterodine,Nanoparticle,0,0.9037123
DeepDrug,Lapatinib,Formestane,Nanoparticle,0,0.016773209
DeepDrug,Docetaxel,Nefazodone,Nanoparticle,0,0.916747
DeepDrug,Lapatinib,Treprostinil,Nanoparticle,0,0.005436815
DeepDrug,Lapatinib,Sodium_ferric_EDTA,Nanoparticle,0,0.020820111
DeepDrug,Docetaxel,AMINOMETHYLPROPANOL,Nanoparticle,0,0.29259142
DeepDrug,Lapatinib,Reserpine,Nanoparticle,0,0.019049127
DeepDrug,Docetaxel,METHYL LAURATE,Nanoparticle,0,0.8062631
DeepDrug,Lapatinib,Lixisenatide,Nanoparticle,0,0.70913696
DeepDrug,Lapatinib,Piperazine,Nanoparticle,0,0.008790843
DeepDrug,Docetaxel,Diclofenamide,Nanoparticle,0,0.8648879
DeepDrug,Docetaxel,Tenoxicam,Nanoparticle,0,0.9479724
DeepDrug,Lapatinib,Cefapirin,Nanoparticle,0,0.0072978362
DeepDrug,Docetaxel,Spinosad,Nanoparticle,0,0.99739385
DeepDrug,Docetaxel,Atropine,Nanoparticle,0,0.92215085
DeepDrug,Docetaxel,Magnesium oxide,Nanoparticle,0,0.51796544
DeepDrug,Docetaxel,Tiopronin,Nanoparticle,0,0.57797295
DeepDrug,Lapatinib,Guanethidine,Nanoparticle,0,0.0019645754
DeepDrug,Lapatinib,Bosentan,Nanoparticle,0,0.04689115
DeepDrug,Docetaxel,Iohexol,Nanoparticle,0,0.89567107
DeepDrug,Lapatinib,Sulfadimethoxine,Nanoparticle,0,0.004960828
DeepDrug,Lapatinib,Tigecycline,Nanoparticle,0,0.002918929
DeepDrug,Docetaxel,TERT-BUTYL_HYDROPEROXIDE,Nanoparticle,0,0.4010133
DeepDrug,Lapatinib,Exemestane,Nanoparticle,0,0.012197229
DeepDrug,Lapatinib,Calcium_phosphate_tribasic,Nanoparticle,0,0.0111293895
DeepDrug,Docetaxel,Rilpivirine,Nanoparticle,0,0.90983945
DeepDrug,Docetaxel,Vemurafenib,Nanoparticle,0,0.93405473
DeepDrug,Docetaxel,Buclizine,Nanoparticle,0,0.8807048
DeepDrug,Docetaxel,ISOSTEARYL ALCOHOL,Nanoparticle,0,0.40687913
DeepDrug,Docetaxel,Eperisone,Nanoparticle,0,0.80556643
DeepDrug,Docetaxel,POTASSIUM_ACETATE,Nanoparticle,0,0.8670899
DeepDrug,Lapatinib,Tocainide,Nanoparticle,0,0.0041916356
DeepDrug,Lapatinib,LAUROYL SARCOSINE,Nanoparticle,0,0.0021386398
DeepDrug,Lapatinib,ISOPROPYL_PALMITATE,Nanoparticle,0,0.002880681
DeepDrug,Docetaxel,AMMONYX,Nanoparticle,0,0.6346755
DeepDrug,Lapatinib,Ergoloid mesylate,Nanoparticle,0,0.043919362
DeepDrug,Lapatinib,ANHYDROUS DEXTROSE,Nanoparticle,0,0.0007579889
DeepDrug,Docetaxel,Magnesium_silicate,Nanoparticle,0,0.9161737
DeepDrug,Lapatinib,TREHALOSE,Nanoparticle,0,0.0030942895
DeepDrug,Docetaxel,Mepivacaine,Nanoparticle,0,0.96190876
DeepDrug,Lapatinib,CALCOBUTROL,Nanoparticle,0,0.0048263655
DeepDrug,Lapatinib,Progesterone,Nanoparticle,0,0.00486575
DeepDrug,Lapatinib,Vemurafenib,Nanoparticle,0,0.010677828
DeepDrug,Docetaxel,Hydroxyprogesterone caproate,Nanoparticle,0,0.96093047
DeepDrug,Lapatinib,Aripiprazole,Nanoparticle,0,0.013024456
DeepDrug,Docetaxel,Oxcarbazepine,Nanoparticle,0,0.82098556
DeepDrug,Lapatinib,SODIUM XYLENESULFONATE,Nanoparticle,0,0.0019162893
DeepDrug,Lapatinib,Viomycin,Nanoparticle,0,0.09707378
DeepDrug,Docetaxel,STANNOUS_2-ETHYLHEXANOATE,Nanoparticle,0,0.85808796
DeepDrug,Lapatinib,OCTYLDODECANOL,Nanoparticle,0,0.0017669861
DeepDrug,Docetaxel,Levomethadyl Acetate,Nanoparticle,0,0.8317931
DeepDrug,Docetaxel,Bromazepam,Nanoparticle,0,0.26554844
DeepDrug,Docetaxel,Dasabuvir,Nanoparticle,0,0.9477441
DeepDrug,Lapatinib,DIETHANOLAMINE,Nanoparticle,0,0.004113067
DeepDrug,Docetaxel,Monobenzone,Nanoparticle,0,0.9595882
DeepDrug,Lapatinib,Pyrazinamide,Nanoparticle,0,0.0002808928
DeepDrug,Lapatinib,ETHYLENE GLYCOL MONOETHYL ETHER,Nanoparticle,0,0.0058941497
DeepDrug,Docetaxel,Trimethoprim,Nanoparticle,0,0.9485947
DeepDrug,Lapatinib,Piperacillin,Nanoparticle,0,0.004444293
DeepDrug,Lapatinib,1-(PHENYLAZO)-2-NAPHTHYLAMINE,Nanoparticle,0,0.014789263
DeepDrug,Docetaxel,Besifloxacin,Nanoparticle,0,0.6147201
DeepDrug,Lapatinib,Silodosin,Nanoparticle,0,0.025654338
DeepDrug,Docetaxel,MIRIPIRIUM_CHLORIDE,Nanoparticle,0,0.17182915
DeepDrug,Docetaxel,NAPHTHOL BLUE BLACK,Nanoparticle,0,0.8511621
DeepDrug,Docetaxel,Solifenacin,Nanoparticle,0,0.9527899
DeepDrug,Lapatinib,FD&C_BLUE_NO._1_LAKE,Nanoparticle,0,0.16377552
DeepDrug,Docetaxel,Chloramphenicol,Nanoparticle,0,0.9039455
DeepDrug,Docetaxel,Cytarabine,Nanoparticle,0,0.6730368
DeepDrug,Lapatinib,SORBITAN TRISTEARATE,Nanoparticle,0,0.01308879
DeepDrug,Lapatinib,Guaifenesin,Nanoparticle,0,0.0022077847
DeepDrug,Lapatinib,Melphalan,Nanoparticle,0,0.0023668637
DeepDrug,Docetaxel,Phenylbutazone,Nanoparticle,0,0.90731734
DeepDrug,Docetaxel,Fenofibrate,Nanoparticle,0,0.94565475
DeepDrug,Lapatinib,ETHYLPARABEN,Nanoparticle,0,0.001186731
DeepDrug,Docetaxel,MALTOL,Nanoparticle,0,0.09901344
DeepDrug,Lapatinib,Levopropoxyphene,Nanoparticle,0,0.007714828
DeepDrug,Lapatinib,EXAMETAZIME,Nanoparticle,0,0.011979016
DeepDrug,Docetaxel,SODIUM 2-NAPHTHALENESULFONATE,Nanoparticle,0,0.81143427
DeepDrug,Docetaxel,EDETATE_DISODIUM_ANHYDROUS,Nanoparticle,0,0.9655318
DeepDrug,Docetaxel,Levamlodipine,Nanoparticle,0,0.91286147
DeepDrug,Docetaxel,DICHLORODIFLUOROMETHANE,Nanoparticle,0,0.0617509
DeepDrug,Docetaxel,Isosorbide Dinitrate,Nanoparticle,0,0.9263542
DeepDrug,Docetaxel,SODIUM_COCOYL_SARCOSINATE,Nanoparticle,0,0.84560704
DeepDrug,Lapatinib,Potassium_phosphate_tribasic,Nanoparticle,0,0.0019777326
DeepDrug,Docetaxel,SODIUM LAURYL SULFATE,Nanoparticle,0,0.86878633
DeepDrug,Docetaxel,Ammoniated_Glycyrrhizin,Nanoparticle,0,0.99969614
DeepDrug,Lapatinib,MEBROFENIN,Nanoparticle,0,0.00881642
DeepDrug,Lapatinib,Urea C-14,Nanoparticle,0,2.9248546e-05
DeepDrug,Lapatinib,SACCHARIN_CALCIUM,Nanoparticle,0,0.00081909343
DeepDrug,Docetaxel,Nalbuphine,Nanoparticle,0,0.9229617
DeepDrug,Lapatinib,Sodium_phosphate_tribasic,Nanoparticle,0,0.0011292713
DeepDrug,Docetaxel,SORBITAN,Nanoparticle,0,0.8955634
DeepDrug,Lapatinib,Ribostamycin,Nanoparticle,0,0.001713828
DeepDrug,Docetaxel,Aranidipine,Nanoparticle,0,0.87139976
DeepDrug,Docetaxel,Tamsulosin,Nanoparticle,0,0.9471364
DeepDrug,Lapatinib,Quinidine,Nanoparticle,0,0.015993388
DeepDrug,Docetaxel,Adenosine monophosphate,Nanoparticle,0,0.8350956
DeepDrug,Docetaxel,Salsalate,Nanoparticle,0,0.95571667
DeepDrug,Docetaxel,Flupirtine,Nanoparticle,0,0.9250645
DeepDrug,Lapatinib,Paramethasone,Nanoparticle,0,0.0023583656
DeepDrug,Lapatinib,Clorazepate,Nanoparticle,0,0.00457335
DeepDrug,Docetaxel,Chlorothiazide,Nanoparticle,0,0.92457676
DeepDrug,Lapatinib,Olopatadine,Nanoparticle,0,0.004975969
DeepDrug,Docetaxel,Aclidinium,Nanoparticle,0,0.9785994
DeepDrug,Docetaxel,Norethisterone,Nanoparticle,0,0.7660453
DeepDrug,Docetaxel,Cladribine,Nanoparticle,0,0.55144024
DeepDrug,Docetaxel,Cefroxadine,Nanoparticle,0,0.9696404
DeepDrug,Lapatinib,Ethambutol,Nanoparticle,0,0.0011404026
DeepDrug,Lapatinib,Ferrous_carbonate,Nanoparticle,0,0.000823139
DeepDrug,Lapatinib,Pefloxacin,Nanoparticle,0,0.0035462943
DeepDrug,Docetaxel,FLUORESCEIN,Nanoparticle,0,0.74998873
DeepDrug,Docetaxel,MAGNESIUM NITRATE,Nanoparticle,0,0.13275142
DeepDrug,Lapatinib,POLYETHYLENE_OXIDE_900000,Nanoparticle,0,0.006539993
DeepDrug,Docetaxel,Simvastatin,Nanoparticle,0,0.8824686
DeepDrug,Docetaxel,OIL ORANGE SS,Nanoparticle,0,0.9464056
DeepDrug,Lapatinib,Corticorelin ovine triflutate,Nanoparticle,0,0.8668269
DeepDrug,Lapatinib,PROPYLPARABEN_SODIUM,Nanoparticle,0,0.015701491
DeepDrug,Lapatinib,Homoharringtonine,Nanoparticle,0,0.018174106
DeepDrug,Lapatinib,HEPTANE,Nanoparticle,0,0.0014551315
DeepDrug,Docetaxel,Naproxen,Nanoparticle,0,0.9466373
DeepDrug,Lapatinib,Quinacrine,Nanoparticle,0,0.011101526
DeepDrug,Docetaxel,Nepafenac,Nanoparticle,0,0.92573637
DeepDrug,Docetaxel,Pimecrolimus,Nanoparticle,0,0.98440695
DeepDrug,Docetaxel,CARBON_TETRACHLORIDE,Nanoparticle,0,0.315331
DeepDrug,Lapatinib,Pyridoxine_hydrochloride,Nanoparticle,0,0.00011649712
DeepDrug,Lapatinib,Salsalate,Nanoparticle,0,0.01617935
DeepDrug,Docetaxel,GLUCONOLACTONE,Nanoparticle,0,0.82563674
DeepDrug,Docetaxel,Buprenorphine,Nanoparticle,0,0.41593456
DeepDrug,Lapatinib,Testolactone,Nanoparticle,0,0.0283823
DeepDrug,Docetaxel,ARGININE,Nanoparticle,0,0.93201435
DeepDrug,Docetaxel,Acetic_acid,Nanoparticle,0,0.13937032
DeepDrug,Docetaxel,Cetrorelix,Nanoparticle,0,0.9873683
DeepDrug,Docetaxel,MEBROFENIN,Nanoparticle,0,0.9210919
DeepDrug,Docetaxel,TAGATOSE,Nanoparticle,0,0.7858776
DeepDrug,Lapatinib,Salicylamide,Nanoparticle,0,0.00039677543
DeepDrug,Docetaxel,Fluticasone furoate,Nanoparticle,0,0.97784674
DeepDrug,Docetaxel,ACETYLTRIBUTYL CITRATE,Nanoparticle,0,0.6809758
DeepDrug,Docetaxel,Phenol,Nanoparticle,0,0.11140965
DeepDrug,Lapatinib,ACETONE,Nanoparticle,0,0.00016262378
DeepDrug,Lapatinib,Suprofen,Nanoparticle,0,0.017358795
DeepDrug,Docetaxel,Frovatriptan,Nanoparticle,0,0.9386644
DeepDrug,Docetaxel,ETHYLHEXYL_HYDROXYSTEARATE,Nanoparticle,0,0.9413501
DeepDrug,Docetaxel,Sulbactam,Nanoparticle,0,0.80063677
DeepDrug,Docetaxel,Fluoxetine,Nanoparticle,0,0.74272084
DeepDrug,Lapatinib,PEG-7_METHYL_ETHER,Nanoparticle,0,0.0012916359
DeepDrug,Docetaxel,Bethanechol,Nanoparticle,0,0.8381983
DeepDrug,Lapatinib,Fluspirilene,Nanoparticle,0,0.012461097
DeepDrug,Lapatinib,Luliconazole,Nanoparticle,0,0.036545116
DeepDrug,Lapatinib,Aspartame,Nanoparticle,0,0.0007292496
DeepDrug,Docetaxel,Phenindione,Nanoparticle,0,0.91398835
DeepDrug,Docetaxel,METHACRYLIC_ACID_-_METHYL_METHACRYLATE_COPOLYMER_(1:2),Nanoparticle,0,0.58970606
DeepDrug,Docetaxel,Levothyroxine,Nanoparticle,0,0.8663802
DeepDrug,Lapatinib,Estriol,Nanoparticle,0,0.0008755653
DeepDrug,Docetaxel,Ergoloid mesylate,Nanoparticle,0,0.9836827
DeepDrug,Lapatinib,Zoledronic acid,Nanoparticle,0,0.0007149905
DeepDrug,Lapatinib,Naloxone,Nanoparticle,0,0.004285747
DeepDrug,Docetaxel,MAGNESIUM_TARTRATE,Nanoparticle,0,0.92051315
DeepDrug,Docetaxel,Etacrynic acid,Nanoparticle,0,0.8406966
DeepDrug,Lapatinib,Glycocholic_acid,Nanoparticle,0,0.107256144
DeepDrug,Lapatinib,DIETHYL SEBACATE,Nanoparticle,0,0.0012135585
DeepDrug,Lapatinib,Epoprostenol,Nanoparticle,0,0.003579027
DeepDrug,Lapatinib,"Magnesium_phosphate,_dibasic",Nanoparticle,0,0.001908197
DeepDrug,Lapatinib,POLYOXYL_PALMITATE,Nanoparticle,0,0.00080001925
DeepDrug,Lapatinib,"GLUTAMIC ACID, DL-",Nanoparticle,0,0.0025510434
DeepDrug,Lapatinib,Naltrexone,Nanoparticle,0,0.003963846
DeepDrug,Lapatinib,Sildenafil,Nanoparticle,0,0.004170672
DeepDrug,Lapatinib,Niflumic Acid,Nanoparticle,0,0.001549672
DeepDrug,Lapatinib,FD&C YELLOW NO. 5,Nanoparticle,0,0.017118149
DeepDrug,Lapatinib,Telbivudine,Nanoparticle,0,0.000814123
DeepDrug,Lapatinib,Tauroursodeoxycholic acid,Nanoparticle,0,0.0075928336
DeepDrug,Lapatinib,Sodium Iodide I-131,Nanoparticle,0,2.8489021e-05
DeepDrug,Lapatinib,Tolfenamic Acid,Nanoparticle,0,0.012230965
DeepDrug,Docetaxel,Atovaquone,Nanoparticle,0,0.98041695
DeepDrug,Docetaxel,GLYCERYL_MONOSTEARATE,Nanoparticle,0,0.6017016
DeepDrug,Docetaxel,Carbinoxamine,Nanoparticle,0,0.9689971
DeepDrug,Docetaxel,POLACRILIN_POTASSIUM,Nanoparticle,0,0.6383235
DeepDrug,Lapatinib,Naftifine,Nanoparticle,0,0.017220112
DeepDrug,Lapatinib,Practolol,Nanoparticle,0,0.0030296692
DeepDrug,Lapatinib,Ceftolozane,Nanoparticle,0,0.099794924
DeepDrug,Docetaxel,Isopropamide,Nanoparticle,0,0.80592805
DeepDrug,Docetaxel,TRICAPRYLIN,Nanoparticle,0,0.99616086
DeepDrug,Docetaxel,CEDAR LEAF OIL,Nanoparticle,0,0.9585769
DeepDrug,Lapatinib,Dinoprost Tromethamine,Nanoparticle,0,0.10862451
DeepDrug,Docetaxel,Hydroquinone,Nanoparticle,0,0.09745755
DeepDrug,Lapatinib,D&C RED NO. 36,Nanoparticle,0,0.007271233
DeepDrug,Docetaxel,SODIUM_SUCCINATE_HEXAHYDRATE,Nanoparticle,0,0.64984757
DeepDrug,Lapatinib,METHYL_CHLORIDE,Nanoparticle,0,0.00014312005
DeepDrug,Docetaxel,Silver sulfadiazine,Nanoparticle,0,0.95319
DeepDrug,Lapatinib,SODIUM STEARYL FUMARATE,Nanoparticle,0,0.003772988
DeepDrug,Lapatinib,Hydroflumethiazide,Nanoparticle,0,0.0010520292
DeepDrug,Docetaxel,URETHANE,Nanoparticle,0,0.4150606
DeepDrug,Lapatinib,Lapatinib,Nanoparticle,0,0.030321894
DeepDrug,Docetaxel,Luliconazole,Nanoparticle,0,0.98030657
DeepDrug,Docetaxel,Ceforanide,Nanoparticle,0,0.98219186
DeepDrug,Lapatinib,Nitroglycerin,Nanoparticle,0,0.004958517
DeepDrug,Lapatinib,Potassium_carbonate,Nanoparticle,0,0.0042320276
DeepDrug,Docetaxel,POLYQUATERNIUM-7_(70/30_ACRYLAMIDE/DADMAC;_1600000_MW),Nanoparticle,0,0.11692827
DeepDrug,Lapatinib,TROLAMINE,Nanoparticle,0,0.001629682
DeepDrug,Lapatinib,MONOTHIOGLYCEROL,Nanoparticle,0,0.009613506
DeepDrug,Lapatinib,Clofazimine,Nanoparticle,0,0.02725265
DeepDrug,Lapatinib,Fentanyl,Nanoparticle,0,0.03791536
DeepDrug,Docetaxel,Procaterol,Nanoparticle,0,0.8742295
DeepDrug,Docetaxel,Ecabet,Nanoparticle,0,0.98440707
DeepDrug,Docetaxel,Cabazitaxel,Nanoparticle,0,0.99135476
DeepDrug,Docetaxel,GLYCERYL_TRISTEARATE,Nanoparticle,0,0.99839336
DeepDrug,Docetaxel,NEOHESPERIDIN DIHYDROCHALONE,Nanoparticle,0,0.6325573
DeepDrug,Docetaxel,CETYLPYRIDINIUM CHLORIDE,Nanoparticle,0,0.5828151
DeepDrug,Docetaxel,Sibutramine,Nanoparticle,0,0.8417875
DeepDrug,Docetaxel,ACETIC ANHYDRIDE,Nanoparticle,0,0.47398525
DeepDrug,Docetaxel,DISODIUM_OLEAMIDO_MONOETHANOLAMINE_SULFOSUCCINATE,Nanoparticle,0,0.99573565
DeepDrug,Lapatinib,Idebenone,Nanoparticle,0,0.028963547
DeepDrug,Lapatinib,Ferrous_lactate,Nanoparticle,0,0.0011181713
DeepDrug,Lapatinib,Ceftibuten,Nanoparticle,0,0.027592689
DeepDrug,Lapatinib,Drospirenone,Nanoparticle,0,0.004336354
DeepDrug,Docetaxel,Betahistine,Nanoparticle,0,0.6945755
DeepDrug,Lapatinib,SODIUM_POLYACRYLATE_(2500000_MW),Nanoparticle,0,0.0014990874
DeepDrug,Docetaxel,Nitroprusside,Nanoparticle,0,0.42447388
DeepDrug,Lapatinib,Canagliflozin,Nanoparticle,0,0.0012565299
DeepDrug,Docetaxel,Testosterone Propionate,Nanoparticle,0,0.8753975
DeepDrug,Docetaxel,Propoxycaine,Nanoparticle,0,0.78501976
DeepDrug,Docetaxel,Pinaverium,Nanoparticle,0,0.9308144
DeepDrug,Lapatinib,Terazosin,Nanoparticle,0,0.012954244
DeepDrug,Docetaxel,SODIUM_LAURYL_SULFATE,Nanoparticle,0,0.9671939
DeepDrug,Lapatinib,Guanidine,Nanoparticle,0,2.6279358e-05
DeepDrug,Lapatinib,Mitomycin,Nanoparticle,0,0.009239898
DeepDrug,Lapatinib,Betazole,Nanoparticle,0,0.0007876738
DeepDrug,Docetaxel,Mesna,Nanoparticle,0,0.95195687
DeepDrug,Lapatinib,Cyproheptadine,Nanoparticle,0,0.0040254155
DeepDrug,Docetaxel,Ceftibuten,Nanoparticle,0,0.9738481
DeepDrug,Lapatinib,Diazepam,Nanoparticle,0,0.010894037
DeepDrug,Docetaxel,Etoperidone,Nanoparticle,0,0.8707689
DeepDrug,Docetaxel,Sodium aurothiomalate,Nanoparticle,0,0.9627286
DeepDrug,Lapatinib,Apomorphine,Nanoparticle,0,0.0012512846
DeepDrug,Lapatinib,Bedaquiline,Nanoparticle,0,0.041174985
DeepDrug,Docetaxel,Fosaprepitant,Nanoparticle,0,0.62096375
DeepDrug,Docetaxel,Trospium,Nanoparticle,0,0.91100955
DeepDrug,Lapatinib,HEXANE,Nanoparticle,0,0.0011767795
DeepDrug,Docetaxel,Indecainide,Nanoparticle,0,0.66436887
DeepDrug,Docetaxel,Acetylsalicylic acid,Nanoparticle,0,0.5149994
DeepDrug,Lapatinib,PALMITIC_ACID,Nanoparticle,0,0.0015213058
DeepDrug,Lapatinib,Sulpiride,Nanoparticle,0,0.0026374827
DeepDrug,Docetaxel,GLYCOL_DISTEARATE,Nanoparticle,0,0.9514407
DeepDrug,Lapatinib,TERT-BUTYLHYDROQUINONE,Nanoparticle,0,0.0005695072
DeepDrug,Docetaxel,Methylphenidate,Nanoparticle,0,0.5841139
DeepDrug,Lapatinib,Iophendylate,Nanoparticle,0,0.0035810682
DeepDrug,Docetaxel,Iron_caprylate_(packaging),Nanoparticle,0,0.86973715
DeepDrug,Lapatinib,STEAROXYTRIMETHYLSILANE,Nanoparticle,0,0.0024754475
DeepDrug,Docetaxel,Ticagrelor,Nanoparticle,0,0.9700893
DeepDrug,Docetaxel,SACCHARIN SODIUM,Nanoparticle,0,0.50534
DeepDrug,Lapatinib,LAURIC_DIETHANOLAMIDE,Nanoparticle,0,0.0010070656
DeepDrug,Docetaxel,Piperazine,Nanoparticle,0,0.92087865
DeepDrug,Lapatinib,Oxymorphone,Nanoparticle,0,0.005110266
DeepDrug,Docetaxel,Fexofenadine,Nanoparticle,0,0.8013889
DeepDrug,Lapatinib,Imolamine,Nanoparticle,0,0.0015733227
DeepDrug,Docetaxel,Anastrozole,Nanoparticle,0,0.47265399
DeepDrug,Docetaxel,Chlorprothixene,Nanoparticle,0,0.92529255
DeepDrug,Docetaxel,Bromocriptine,Nanoparticle,0,0.95428455
DeepDrug,Lapatinib,"CYSTEINE,_DL-",Nanoparticle,0,0.00032585434
EPGCNDS,Lapatinib,AMINOBENZOATE_SODIUM,Nanoparticle,0,0.05445866
EPGCNDS,Docetaxel,"2-ETHYL-1,6-HEXANEDIOL",Nanoparticle,0,0.012678875
EPGCNDS,Lapatinib,Alpha-Linolenic Acid,Nanoparticle,0,0.042928822
EPGCNDS,Docetaxel,Pinaverium,Nanoparticle,0,0.050366905
EPGCNDS,Lapatinib,STANNOUS_CHLORIDE,Nanoparticle,0,0.00049085694
EPGCNDS,Docetaxel,Riociguat,Nanoparticle,0,0.3342059
EPGCNDS,Docetaxel,D&C_BLUE_NO._9,Nanoparticle,0,0.6412799
EPGCNDS,Lapatinib,Propylhexedrine,Nanoparticle,0,0.009445574
EPGCNDS,Docetaxel,Imipenem,Nanoparticle,0,0.11226268
EPGCNDS,Docetaxel,Caffeine,Nanoparticle,0,0.046623655
EPGCNDS,Docetaxel,Carteolol,Nanoparticle,0,0.05374799
EPGCNDS,Lapatinib,Eslicarbazepine acetate,Nanoparticle,0,0.04113536
EPGCNDS,Lapatinib,Atomoxetine,Nanoparticle,0,0.032778
EPGCNDS,Docetaxel,Biotin,Nanoparticle,0,0.10143735
EPGCNDS,Lapatinib,Halothane,Nanoparticle,0,0.44395965
EPGCNDS,Docetaxel,Thioridazine,Nanoparticle,0,0.26331443
EPGCNDS,Docetaxel,Ethosuximide,Nanoparticle,0,0.014994634
EPGCNDS,Lapatinib,THYMOL,Nanoparticle,0,0.025563205
EPGCNDS,Lapatinib,Temozolomide,Nanoparticle,0,0.01557286
EPGCNDS,Lapatinib,PALMITAMINE_OXIDE,Nanoparticle,0,0.017858805
EPGCNDS,Lapatinib,Norgestimate,Nanoparticle,0,0.051073976
EPGCNDS,Lapatinib,Dactinomycin,Nanoparticle,0,0.29506776
EPGCNDS,Docetaxel,Glycopyrronium,Nanoparticle,0,0.066565074
EPGCNDS,Docetaxel,Doxofylline,Nanoparticle,0,0.056388065
EPGCNDS,Docetaxel,Orciprenaline,Nanoparticle,0,0.0263942
EPGCNDS,Docetaxel,Chlordiazepoxide,Nanoparticle,0,0.078971095
EPGCNDS,Docetaxel,PEG-5_OLEATE,Nanoparticle,0,0.0632825
EPGCNDS,Docetaxel,Quinupristin,Nanoparticle,0,0.52634317
EPGCNDS,Docetaxel,BISMUTH_SUBCARBONATE,Nanoparticle,0,0.0013522949
EPGCNDS,Lapatinib,MAGNESIUM_CARBONATE,Nanoparticle,0,0.38097218
EPGCNDS,Docetaxel,Tiagabine,Nanoparticle,0,0.2686367
EPGCNDS,Lapatinib,BETANAPHTHOL,Nanoparticle,0,0.006302014
EPGCNDS,Lapatinib,Nonoxynol-9,Nanoparticle,0,0.13613021
EPGCNDS,Docetaxel,Netupitant,Nanoparticle,0,0.4412192
EPGCNDS,Lapatinib,Ticagrelor,Nanoparticle,0,0.013419956
EPGCNDS,Docetaxel,Pilocarpine,Nanoparticle,0,0.06619873
EPGCNDS,Lapatinib,"Magnesium_phosphate,_dibasic",Nanoparticle,0,0.06622808
EPGCNDS,Docetaxel,DIBUTYL SEBACATE,Nanoparticle,0,0.06266718
EPGCNDS,Lapatinib,Hexoprenaline,Nanoparticle,0,0.0771364
EPGCNDS,Docetaxel,SODIUM_BISULFATE_ACETONE,Nanoparticle,0,0.17402647
EPGCNDS,Lapatinib,Manganese_chloride,Nanoparticle,0,0.0011655622
EPGCNDS,Lapatinib,Beclomethasone dipropionate,Nanoparticle,0,0.082312346
EPGCNDS,Lapatinib,Cobicistat,Nanoparticle,0,0.51371914
