,drug_name,excp_name,drug_smile,excp_smile,pair_smile,class
758,Econazole,fumaric_acid,n1(cncc1)CC(OCc1ccc(Cl)cc1)c1c(cc(Cl)cc1)Cl,C(=C/C(O)=O)\C(=O)O,n1(cncc1)CC(OCc1ccc(Cl)cc1)c1c(cc(Cl)cc1)Cl.C(=C/C(O)=O)\C(=O)O,0
759,Econazole,congo_red,n1ccn(CC(OCc2ccc(Cl)cc2)c2c(cc(cc2)Cl)Cl)c1,c12c(S(=O)([O-])=O)cc(c(c1cccc2)N)N=Nc1ccc(cc1)-c1ccc(N=Nc2cc(c3c(cccc3)c2N)S([O-])(=O)=O)cc1,n1ccn(CC(OCc2ccc(Cl)cc2)c2c(cc(cc2)Cl)Cl)c1.c12c(S(=O)([O-])=O)cc(c(c1cccc2)N)N=Nc1ccc(cc1)-c1ccc(N=Nc2cc(c3c(cccc3)c2N)S([O-])(=O)=O)cc1,1
760,Econazole,vanillin,C(n1ccnc1)C(c1ccc(cc1Cl)Cl)OCc1ccc(Cl)cc1,c1cc(O)c(OC)cc1C=O,C(n1ccnc1)C(c1ccc(cc1Cl)Cl)OCc1ccc(Cl)cc1.c1cc(O)c(OC)cc1C=O,0
761,Econazole,saccharin,c1n(cnc1)CC(OCc1ccc(Cl)cc1)c1ccc(cc1Cl)Cl,C1(=O)c2c(cccc2)S(=O)(=O)N1,c1n(cnc1)CC(OCc1ccc(Cl)cc1)c1ccc(cc1Cl)Cl.C1(=O)c2c(cccc2)S(=O)(=O)N1,0
762,Econazole,allantoin,c1(Cl)c(C(Cn2cncc2)OCc2ccc(Cl)cc2)ccc(c1)Cl,N1C(NC(C1=O)NC(=O)N)=O,c1(Cl)c(C(Cn2cncc2)OCc2ccc(Cl)cc2)ccc(c1)Cl.N1C(NC(C1=O)NC(=O)N)=O,0
763,Econazole,vitamin_A_palmitate,Clc1c(C(Cn2ccnc2)OCc2ccc(cc2)Cl)ccc(Cl)c1,C(=C(/C=C/C1=C(CCCC1(C)C)C)C)\C=C\C(=C\COC(=O)CCCCCCCCCCCCCCC)C,Clc1c(C(Cn2ccnc2)OCc2ccc(cc2)Cl)ccc(Cl)c1.C(=C(/C=C/C1=C(CCCC1(C)C)C)C)\C=C\C(=C\COC(=O)CCCCCCCCCCCCCCC)C,0
764,Econazole,acetylcholine_chloride,c1cc(COC(c2ccc(Cl)cc2Cl)Cn2cncc2)ccc1Cl,C(C[N+](C)(C)C)OC(=O)C,c1cc(COC(c2ccc(Cl)cc2Cl)Cn2cncc2)ccc1Cl.C(C[N+](C)(C)C)OC(=O)C,0
765,Econazole,dibutyl_phthalate,c1c(ccc(c1)COC(Cn1cncc1)c1c(Cl)cc(cc1)Cl)Cl,c1(C(=O)OCCCC)c(C(OCCCC)=O)cccc1,c1c(ccc(c1)COC(Cn1cncc1)c1c(Cl)cc(cc1)Cl)Cl.c1(C(=O)OCCCC)c(C(OCCCC)=O)cccc1,0
766,Econazole,trometamol,C(Cn1ccnc1)(OCc1ccc(cc1)Cl)c1ccc(Cl)cc1Cl,C(C(CO)(CO)N)O,C(Cn1ccnc1)(OCc1ccc(cc1)Cl)c1ccc(Cl)cc1Cl.C(C(CO)(CO)N)O,0
767,Econazole,benzoyl_peroxide,c1(C(OCc2ccc(Cl)cc2)Cn2ccnc2)c(Cl)cc(cc1)Cl,C(=O)(c1ccccc1)OOC(=O)c1ccccc1,c1(C(OCc2ccc(Cl)cc2)Cn2ccnc2)c(Cl)cc(cc1)Cl.C(=O)(c1ccccc1)OOC(=O)c1ccccc1,0
768,Econazole,triethyl_citrate,c1cncn1CC(c1c(Cl)cc(cc1)Cl)OCc1ccc(Cl)cc1,C(C(OCC)=O)C(CC(=O)OCC)(O)C(OCC)=O,c1cncn1CC(c1c(Cl)cc(cc1)Cl)OCc1ccc(Cl)cc1.C(C(OCC)=O)C(CC(=O)OCC)(O)C(OCC)=O,0
769,Econazole,triacetin,c1(Cl)c(ccc(c1)Cl)C(Cn1ccnc1)OCc1ccc(cc1)Cl,C(=O)(OCC(COC(=O)C)OC(C)=O)C,c1(Cl)c(ccc(c1)Cl)C(Cn1ccnc1)OCc1ccc(cc1)Cl.C(=O)(OCC(COC(=O)C)OC(C)=O)C,0
770,Econazole,glycerol,Clc1c(ccc(Cl)c1)C(OCc1ccc(cc1)Cl)Cn1ccnc1,OCC(O)CO,Clc1c(ccc(Cl)c1)C(OCc1ccc(cc1)Cl)Cn1ccnc1.OCC(O)CO,0
771,Econazole,propylene_glycol,n1(cncc1)CC(OCc1ccc(cc1)Cl)c1c(cc(cc1)Cl)Cl,C(CO)(O)C,n1(cncc1)CC(OCc1ccc(cc1)Cl)c1c(cc(cc1)Cl)Cl.C(CO)(O)C,0
772,Econazole,mebendazole,c1cn(cn1)CC(OCc1ccc(Cl)cc1)c1c(Cl)cc(Cl)cc1,c1(ccc2c(c1)[nH]c(n2)NC(OC)=O)C(=O)c1ccccc1,c1cn(cn1)CC(OCc1ccc(Cl)cc1)c1c(Cl)cc(Cl)cc1.c1(ccc2c(c1)[nH]c(n2)NC(OC)=O)C(=O)c1ccccc1,1
773,Econazole,L-proline,c1(ccc(COC(Cn2cncc2)c2ccc(cc2Cl)Cl)cc1)Cl,C1CCN[C@@H]1C(=O)O,c1(ccc(COC(Cn2cncc2)c2ccc(cc2Cl)Cl)cc1)Cl.C1CCN[C@@H]1C(=O)O,0
774,Econazole,L-lysine,c1(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)ccc(Cl)cc1,C(CN)CC[C@H](N)C(=O)O,c1(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)ccc(Cl)cc1.C(CN)CC[C@H](N)C(=O)O,0
775,Econazole,L-ascorbic_acid,c1(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)ccc(cc1)Cl,O1[C@H]([C@H](CO)O)C(=C(C1=O)O)O,c1(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)ccc(cc1)Cl.O1[C@H]([C@H](CO)O)C(=C(C1=O)O)O,0
776,Econazole,stearic_acid,c1(C(OCc2ccc(Cl)cc2)Cn2cncc2)ccc(cc1Cl)Cl,C(CCCCC)CCCCCCCCCCCC(=O)O,c1(C(OCc2ccc(Cl)cc2)Cn2cncc2)ccc(cc1Cl)Cl.C(CCCCC)CCCCCCCCCCCC(=O)O,0
777,Econazole,(R)-(+)-Limonene,c1c(Cl)ccc(COC(Cn2cncc2)c2c(Cl)cc(Cl)cc2)c1,C(=C)([C@@H]1CCC(C)=CC1)C,c1c(Cl)ccc(COC(Cn2cncc2)c2c(Cl)cc(Cl)cc2)c1.C(=C)([C@@H]1CCC(C)=CC1)C,0
778,Econazole,meglumine,Clc1c(ccc(c1)Cl)C(OCc1ccc(Cl)cc1)Cn1cncc1,O[C@H]([C@H](CNC)O)[C@H](O)[C@H](O)CO,Clc1c(ccc(c1)Cl)C(OCc1ccc(Cl)cc1)Cn1cncc1.O[C@H]([C@H](CNC)O)[C@H](O)[C@H](O)CO,0
779,Econazole,hydrochlorothiazide,c1c(Cl)ccc(COC(c2ccc(cc2Cl)Cl)Cn2ccnc2)c1,O=S1(NCNc2cc(Cl)c(S(N)(=O)=O)cc12)=O,c1c(Cl)ccc(COC(c2ccc(cc2Cl)Cl)Cn2ccnc2)c1.O=S1(NCNc2cc(Cl)c(S(N)(=O)=O)cc12)=O,0
780,Econazole,ketoprofen,c1(Cl)ccc(cc1)COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,c1ccc(cc1)C(=O)c1cccc(C(C(O)=O)C)c1,c1(Cl)ccc(cc1)COC(Cn1ccnc1)c1ccc(Cl)cc1Cl.c1ccc(cc1)C(=O)c1cccc(C(C(O)=O)C)c1,0
781,Econazole,memantine_hydrochloride,Clc1ccc(c(Cl)c1)C(Cn1cncc1)OCc1ccc(Cl)cc1,C1C2(CC3CC(C)(CC1(N)C3)C2)C,Clc1ccc(c(Cl)c1)C(Cn1cncc1)OCc1ccc(Cl)cc1.C1C2(CC3CC(C)(CC1(N)C3)C2)C,0
782,Econazole,naproxen_sodium,c1cn(CC(c2c(cc(Cl)cc2)Cl)OCc2ccc(Cl)cc2)cn1,c1cc2c(ccc(OC)c2)cc1[C@H](C)C([O-])=O,c1cn(CC(c2c(cc(Cl)cc2)Cl)OCc2ccc(Cl)cc2)cn1.c1cc2c(ccc(OC)c2)cc1[C@H](C)C([O-])=O,0
783,Econazole,mannitol,O(Cc1ccc(Cl)cc1)C(Cn1cncc1)c1c(cc(cc1)Cl)Cl,O[C@@H]([C@@H](O)[C@@H]([C@H](O)CO)O)CO,O(Cc1ccc(Cl)cc1)C(Cn1cncc1)c1c(cc(cc1)Cl)Cl.O[C@@H]([C@@H](O)[C@@H]([C@H](O)CO)O)CO,0
784,Econazole,D-sorbitol,Clc1ccc(COC(c2c(Cl)cc(cc2)Cl)Cn2cncc2)cc1,O[C@@H]([C@H]([C@@H]([C@@H](O)CO)O)O)CO,Clc1ccc(COC(c2c(Cl)cc(cc2)Cl)Cn2cncc2)cc1.O[C@@H]([C@H]([C@@H]([C@@H](O)CO)O)O)CO,0
785,Econazole,tannic_acid,c1n(ccn1)CC(OCc1ccc(cc1)Cl)c1ccc(cc1Cl)Cl,c1(cc(c(O)c(O)c1)O)C(=O)Oc1cc(C(OC[C@H]2O[C@H]([C@H](OC(c3cc(O)c(O)c(c3)OC(c3cc(O)c(c(c3)O)O)=O)=O)[C@@H](OC(c3cc(c(O)c(c3)OC(=O)c3cc(O)c(O)c(O)c3)O)=O)[C@@H]2OC(=O)c2cc(O)c(O)c(c2)OC(c2cc(c(c(c2)O)O)O)=O)OC(c2cc(c(c(O)c2)O)OC(=O)c2cc(c(c(c2)O)O)O)=O)=O)cc(O)c1O,c1n(ccn1)CC(OCc1ccc(cc1)Cl)c1ccc(cc1Cl)Cl.c1(cc(c(O)c(O)c1)O)C(=O)Oc1cc(C(OC[C@H]2O[C@H]([C@H](OC(c3cc(O)c(O)c(c3)OC(c3cc(O)c(c(c3)O)O)=O)=O)[C@@H](OC(c3cc(c(O)c(c3)OC(=O)c3cc(O)c(O)c(O)c3)O)=O)[C@@H]2OC(=O)c2cc(O)c(O)c(c2)OC(c2cc(c(c(c2)O)O)O)=O)OC(c2cc(c(c(O)c2)O)OC(=O)c2cc(c(c(c2)O)O)O)=O)=O)cc(O)c1O,0
786,Econazole,rhodamine_B,C(c1ccc(cc1)Cl)OC(c1ccc(cc1Cl)Cl)Cn1cncc1,c1cc2-c(oc3c(ccc(N(CC)CC)c3)c2-c2c(cccc2)C(O)=O)cc1=[N+](CC)CC,C(c1ccc(cc1)Cl)OC(c1ccc(cc1Cl)Cl)Cn1cncc1.c1cc2-c(oc3c(ccc(N(CC)CC)c3)c2-c2c(cccc2)C(O)=O)cc1=[N+](CC)CC,0
787,Econazole,moxifloxacin,c1(Cl)cc(c(cc1)C(Cn1ccnc1)OCc1ccc(cc1)Cl)Cl,[C@@H]12[C@@H](CN(C1)c1c(OC)c3c(c(=O)c(C(=O)O)cn3C3CC3)cc1F)NCCC2,c1(Cl)cc(c(cc1)C(Cn1ccnc1)OCc1ccc(cc1)Cl)Cl.[C@@H]12[C@@H](CN(C1)c1c(OC)c3c(c(=O)c(C(=O)O)cn3C3CC3)cc1F)NCCC2,0
788,Econazole,ciprofloxacin,c1c(COC(c2c(cc(Cl)cc2)Cl)Cn2ccnc2)ccc(Cl)c1,c1(c2c(n(C3CC3)cc1C(=O)O)cc(c(F)c2)N1CCNCC1)=O,c1c(COC(c2c(cc(Cl)cc2)Cl)Cn2ccnc2)ccc(Cl)c1.c1(c2c(n(C3CC3)cc1C(=O)O)cc(c(F)c2)N1CCNCC1)=O,0
789,Econazole,certirizine,c1c(cc(c(c1)C(Cn1ccnc1)OCc1ccc(Cl)cc1)Cl)Cl,N1(C(c2ccccc2)c2ccc(cc2)Cl)CCN(CCOCC(=O)O)CC1,c1c(cc(c(c1)C(Cn1ccnc1)OCc1ccc(Cl)cc1)Cl)Cl.N1(C(c2ccccc2)c2ccc(cc2)Cl)CCN(CCOCC(=O)O)CC1,0
790,Econazole,budesonide,n1ccn(CC(OCc2ccc(Cl)cc2)c2c(Cl)cc(cc2)Cl)c1,C(CO)([C@]12OC(CCC)O[C@@H]2C[C@H]2[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@H](C[C@@]21C)O)=O,n1ccn(CC(OCc2ccc(Cl)cc2)c2c(Cl)cc(cc2)Cl)c1.C(CO)([C@]12OC(CCC)O[C@@H]2C[C@H]2[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@H](C[C@@]21C)O)=O,1
791,Econazole,etidronic_acid,c1(C(OCc2ccc(Cl)cc2)Cn2ccnc2)c(Cl)cc(cc1)Cl,C(O)(P(O)(=O)O)(C)P(O)(O)=O,c1(C(OCc2ccc(Cl)cc2)Cn2ccnc2)c(Cl)cc(cc1)Cl.C(O)(P(O)(=O)O)(C)P(O)(O)=O,0
792,Econazole,emtricitabine,c1cc(ccc1COC(c1ccc(Cl)cc1Cl)Cn1ccnc1)Cl,S1[C@@H](O[C@H](n2c(nc(N)c(F)c2)=O)C1)CO,c1cc(ccc1COC(c1ccc(Cl)cc1Cl)Cn1ccnc1)Cl.S1[C@@H](O[C@H](n2c(nc(N)c(F)c2)=O)C1)CO,0
793,Econazole,metoprolol(+)-tartrate,c1cn(CC(c2ccc(Cl)cc2Cl)OCc2ccc(Cl)cc2)cn1,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,c1cn(CC(c2ccc(Cl)cc2Cl)OCc2ccc(Cl)cc2)cn1.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,1
794,Econazole,phenytoin,C(C(c1c(Cl)cc(cc1)Cl)OCc1ccc(Cl)cc1)n1cncc1,c1c(cccc1)C1(NC(NC1=O)=O)c1ccccc1,C(C(c1c(Cl)cc(cc1)Cl)OCc1ccc(Cl)cc1)n1cncc1.c1c(cccc1)C1(NC(NC1=O)=O)c1ccccc1,0
795,Econazole,propranolol_hydrochloride,C(C(OCc1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)n1cncc1,c1ccc(c2c1cccc2)OCC(CNC(C)C)O,C(C(OCc1ccc(cc1)Cl)c1ccc(cc1Cl)Cl)n1cncc1.c1ccc(c2c1cccc2)OCC(CNC(C)C)O,0
796,Econazole,captan,c1c(ccc(Cl)c1)COC(Cn1cncc1)c1c(cc(Cl)cc1)Cl,C1C2C(C(=O)N(SC(Cl)(Cl)Cl)C2=O)CC=C1,c1c(ccc(Cl)c1)COC(Cn1cncc1)c1c(cc(Cl)cc1)Cl.C1C2C(C(=O)N(SC(Cl)(Cl)Cl)C2=O)CC=C1,0
797,Econazole,neotame,c1(Cl)ccc(cc1)COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,C(C[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)NCCC(C)(C)C)(O)=O,c1(Cl)ccc(cc1)COC(Cn1ccnc1)c1ccc(Cl)cc1Cl.C(C[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)NCCC(C)(C)C)(O)=O,1
798,Econazole,alendronate_sodium,c1c(COC(c2ccc(cc2Cl)Cl)Cn2ccnc2)ccc(Cl)c1,[O-]P(=O)(C(O)(CCCN)P(O)(O)=O)O,c1c(COC(c2ccc(cc2Cl)Cl)Cn2ccnc2)ccc(Cl)c1.[O-]P(=O)(C(O)(CCCN)P(O)(O)=O)O,0
799,Econazole,piroxicam,c1c(cc(Cl)c(c1)C(Cn1cncc1)OCc1ccc(Cl)cc1)Cl,N(C(C1N(S(c2c(C=1O)cccc2)(=O)=O)C)=O)c1ncccc1,c1c(cc(Cl)c(c1)C(Cn1cncc1)OCc1ccc(Cl)cc1)Cl.N(C(C1N(S(c2c(C=1O)cccc2)(=O)=O)C)=O)c1ncccc1,0
800,Econazole,desipramine_hydrochloride,c1cc(cc(Cl)c1C(Cn1ccnc1)OCc1ccc(Cl)cc1)Cl,C(CNC)CN1c2c(CCc3c1cccc3)cccc2,c1cc(cc(Cl)c1C(Cn1ccnc1)OCc1ccc(Cl)cc1)Cl.C(CNC)CN1c2c(CCc3c1cccc3)cccc2,0
801,Econazole,nadolol,C(c1ccc(Cl)cc1)OC(Cn1ccnc1)c1c(cc(Cl)cc1)Cl,c12C[C@H](O)[C@@H](Cc1cccc2OCC(O)CNC(C)(C)C)O,C(c1ccc(Cl)cc1)OC(Cn1ccnc1)c1c(cc(Cl)cc1)Cl.c12C[C@H](O)[C@@H](Cc1cccc2OCC(O)CNC(C)(C)C)O,0
802,Econazole,omeprazole,Clc1ccc(C(OCc2ccc(cc2)Cl)Cn2ccnc2)c(Cl)c1,c1(C)cnc(CS(=O)c2[nH]c3cc(OC)ccc3n2)c(c1OC)C,Clc1ccc(C(OCc2ccc(cc2)Cl)Cn2ccnc2)c(Cl)c1.c1(C)cnc(CS(=O)c2[nH]c3cc(OC)ccc3n2)c(c1OC)C,1
803,Econazole,labetalol_hydrochloride,c1cn(CC(c2c(Cl)cc(cc2)Cl)OCc2ccc(cc2)Cl)cn1,NC(=O)c1cc(ccc1O)C(O)CNC(CCc1ccccc1)C,c1cn(CC(c2c(Cl)cc(cc2)Cl)OCc2ccc(cc2)Cl)cn1.NC(=O)c1cc(ccc1O)C(O)CNC(CCc1ccccc1)C,0
804,Econazole,prednisone,n1(ccnc1)CC(c1c(Cl)cc(cc1)Cl)OCc1ccc(cc1)Cl,C1=C2CC[C@@H]3[C@@H]([C@@]2(C)C=CC1=O)C(C[C@]1([C@H]3CC[C@@]1(C(=O)CO)O)C)=O,n1(ccnc1)CC(c1c(Cl)cc(cc1)Cl)OCc1ccc(cc1)Cl.C1=C2CC[C@@H]3[C@@H]([C@@]2(C)C=CC1=O)C(C[C@]1([C@H]3CC[C@@]1(C(=O)CO)O)C)=O,0
805,Econazole,risperidone,C(c1ccc(cc1Cl)Cl)(OCc1ccc(Cl)cc1)Cn1cncc1,o1c2c(c(C3CCN(CCc4c(nc5CCCCn5c4=O)C)CC3)n1)ccc(F)c2,C(c1ccc(cc1Cl)Cl)(OCc1ccc(Cl)cc1)Cn1cncc1.o1c2c(c(C3CCN(CCc4c(nc5CCCCn5c4=O)C)CC3)n1)ccc(F)c2,0
806,Econazole,fluconazole,C(n1ccnc1)C(c1ccc(cc1Cl)Cl)OCc1ccc(cc1)Cl,OC(Cn1cncn1)(Cn1ncnc1)c1ccc(F)cc1F,C(n1ccnc1)C(c1ccc(cc1Cl)Cl)OCc1ccc(cc1)Cl.OC(Cn1cncn1)(Cn1ncnc1)c1ccc(F)cc1F,0
807,Econazole,methotrexate_hydrate,c1cn(cn1)CC(OCc1ccc(Cl)cc1)c1ccc(cc1Cl)Cl,c1(nc2c(N)nc(nc2nc1)N)CN(C)c1ccc(cc1)C(N[C@@H](CCC(O)=O)C(=O)O)=O,c1cn(cn1)CC(OCc1ccc(Cl)cc1)c1ccc(cc1Cl)Cl.c1(nc2c(N)nc(nc2nc1)N)CN(C)c1ccc(cc1)C(N[C@@H](CCC(O)=O)C(=O)O)=O,1
808,Econazole,tenofovir_alafenamide,c1cc(ccc1Cl)COC(Cn1ccnc1)c1ccc(cc1Cl)Cl,c1cccc(O[P@@](CO[C@@H](Cn2cnc3c(N)ncnc23)C)(N[C@H](C(=O)OC(C)C)C)=O)c1,c1cc(ccc1Cl)COC(Cn1ccnc1)c1ccc(cc1Cl)Cl.c1cccc(O[P@@](CO[C@@H](Cn2cnc3c(N)ncnc23)C)(N[C@H](C(=O)OC(C)C)C)=O)c1,1
809,Econazole,carbamazepine,c1nccn1CC(OCc1ccc(cc1)Cl)c1ccc(cc1Cl)Cl,c12c(N(C(=O)N)c3c(cccc3)C=C2)cccc1,c1nccn1CC(OCc1ccc(cc1)Cl)c1ccc(cc1Cl)Cl.c12c(N(C(=O)N)c3c(cccc3)C=C2)cccc1,0
810,Chlorpromazine_Hcl,caffeine,c1ccc2c(c1)N(CCCN(C)C)c1cc(Cl)ccc1S2,c1(=O)c2c(ncn2C)n(C)c(=O)n1C,c1ccc2c(c1)N(CCCN(C)C)c1cc(Cl)ccc1S2.c1(=O)c2c(ncn2C)n(C)c(=O)n1C,0
811,Chlorpromazine_Hcl,succinic_acid,C(CN(C)C)CN1c2ccccc2Sc2c1cc(Cl)cc2,C(C(O)=O)CC(=O)O,C(CN(C)C)CN1c2ccccc2Sc2c1cc(Cl)cc2.C(C(O)=O)CC(=O)O,0
812,Chlorpromazine_Hcl,octyl_gallate,C(N(C)C)CCN1c2c(ccc(Cl)c2)Sc2ccccc12,O(C(=O)c1cc(O)c(c(c1)O)O)CCCCCCCC,C(N(C)C)CCN1c2c(ccc(Cl)c2)Sc2ccccc12.O(C(=O)c1cc(O)c(c(c1)O)O)CCCCCCCC,0
813,Chlorpromazine_Hcl,DL-malic_acid,c1cc2c(N(c3cc(ccc3S2)Cl)CCCN(C)C)cc1,C(O)(C(CC(=O)O)O)=O,c1cc2c(N(c3cc(ccc3S2)Cl)CCCN(C)C)cc1.C(O)(C(CC(=O)O)O)=O,0
814,Chlorpromazine_Hcl,adipic_acid,c1c2c(Sc3ccc(Cl)cc3N2CCCN(C)C)ccc1,OC(CCCCC(=O)O)=O,c1c2c(Sc3ccc(Cl)cc3N2CCCN(C)C)ccc1.OC(CCCCC(=O)O)=O,0
815,Chlorpromazine_Hcl,Triazabicyclodecene,c12Sc3ccccc3N(CCCN(C)C)c2cc(Cl)cc1,C1N2CCCN=C2NCC1,c12Sc3ccccc3N(CCCN(C)C)c2cc(Cl)cc1.C1N2CCCN=C2NCC1,0
816,Chlorpromazine_Hcl,DBU,c1cc2Sc3c(N(CCCN(C)C)c2cc1Cl)cccc3,C1CCCN2CCCN=C2C1,c1cc2Sc3c(N(CCCN(C)C)c2cc1Cl)cccc3.C1CCCN2CCCN=C2C1,0
817,Chlorpromazine_Hcl,L-asparagine,c12ccccc1N(CCCN(C)C)c1c(ccc(c1)Cl)S2,N[C@@H](CC(N)=O)C(=O)O,c12ccccc1N(CCCN(C)C)c1c(ccc(c1)Cl)S2.N[C@@H](CC(N)=O)C(=O)O,0
818,Chlorpromazine_Hcl,theobromine,S1c2ccccc2N(CCCN(C)C)c2c1ccc(c2)Cl,n1(C)c2c([nH]c(=O)n(C)c2nc1)=O,S1c2ccccc2N(CCCN(C)C)c2c1ccc(c2)Cl.n1(C)c2c([nH]c(=O)n(C)c2nc1)=O,0
819,Chlorpromazine_Hcl,"3,3'-thiodipropionic_acid",c1ccc2N(c3c(Sc2c1)ccc(c3)Cl)CCCN(C)C,OC(CCSCCC(=O)O)=O,c1ccc2N(c3c(Sc2c1)ccc(c3)Cl)CCCN(C)C.OC(CCSCCC(=O)O)=O,0
820,Chlorpromazine_Hcl,theophylline,c12c(cccc2)Sc2c(N1CCCN(C)C)cc(cc2)Cl,c1(=O)c2[nH]cnc2n(C)c(=O)n1C,c12c(cccc2)Sc2c(N1CCCN(C)C)cc(cc2)Cl.c1(=O)c2[nH]cnc2n(C)c(=O)n1C,0
821,Chlorpromazine_Hcl,borneol,C(CN(C)C)CN1c2c(Sc3c1cc(Cl)cc3)cccc2,C1C[C@@]2([C@H](O)C[C@H]1C2(C)C)C,C(CN(C)C)CN1c2c(Sc3c1cc(Cl)cc3)cccc2.C1C[C@@]2([C@H](O)C[C@H]1C2(C)C)C,0
822,Chlorpromazine_Hcl,cinnamaldehyde,c1ccc2c(c1)Sc1c(N2CCCN(C)C)cc(Cl)cc1,c1c(cccc1)/C=C/C=O,c1ccc2c(c1)Sc1c(N2CCCN(C)C)cc(Cl)cc1.c1c(cccc1)/C=C/C=O,0
823,Chlorpromazine_Hcl,aspartame,c1ccc2c(Sc3c(cc(Cl)cc3)N2CCCN(C)C)c1,O=C(C[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)N)O,c1ccc2c(Sc3c(cc(Cl)cc3)N2CCCN(C)C)c1.O=C(C[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OC)N)O,0
824,Chlorpromazine_Hcl,squalene,c1cc(Cl)cc2c1Sc1ccccc1N2CCCN(C)C,C(\CC/C=C(\C)CC/C=C(/CCC=C(C)C)C)=C(/CC/C=C(\C)CCC=C(C)C)C,c1cc(Cl)cc2c1Sc1ccccc1N2CCCN(C)C.C(\CC/C=C(\C)CC/C=C(/CCC=C(C)C)C)=C(/CC/C=C(\C)CCC=C(C)C)C,0
825,Chlorpromazine_Hcl,benzaldehyde,CN(CCCN1c2ccccc2Sc2ccc(cc12)Cl)C,c1cc(ccc1)C=O,CN(CCCN1c2ccccc2Sc2ccc(cc12)Cl)C.c1cc(ccc1)C=O,0
826,Chlorpromazine_Hcl,sodium_deoxycholate,Clc1cc2c(cc1)Sc1c(cccc1)N2CCCN(C)C,C1[C@@H](O)C[C@@H]2[C@](C)(C1)[C@@H]1[C@@H](CC2)[C@H]2[C@@]([C@H](C1)O)(C)[C@H](CC2)[C@@H](CCC([O-])=O)C,Clc1cc2c(cc1)Sc1c(cccc1)N2CCCN(C)C.C1[C@@H](O)C[C@@H]2[C@](C)(C1)[C@@H]1[C@@H](CC2)[C@H]2[C@@]([C@H](C1)O)(C)[C@H](CC2)[C@@H](CCC([O-])=O)C,0
827,Chlorpromazine_Hcl,cholic_acid,c1cccc2c1N(CCCN(C)C)c1c(S2)ccc(Cl)c1,[C@H]1([C@H](C)CCC(O)=O)CC[C@H]2[C@@H]3[C@H](O)C[C@H]4[C@@](C)([C@H]3C[C@@H]([C@@]21C)O)CC[C@H](C4)O,c1cccc2c1N(CCCN(C)C)c1c(S2)ccc(Cl)c1.[C@H]1([C@H](C)CCC(O)=O)CC[C@H]2[C@@H]3[C@H](O)C[C@H]4[C@@](C)([C@H]3C[C@@H]([C@@]21C)O)CC[C@H](C4)O,0
828,Chlorpromazine_Hcl,glycocholic_acid,C(N1c2cc(Cl)ccc2Sc2ccccc21)CCN(C)C,O[C@H]1C[C@@H]2[C@](CC1)([C@H]1C[C@H](O)[C@@]3([C@@H]([C@@H](CCC(NCC(=O)O)=O)C)CC[C@H]3[C@@H]1[C@@H](C2)O)C)C,C(N1c2cc(Cl)ccc2Sc2ccccc21)CCN(C)C.O[C@H]1C[C@@H]2[C@](CC1)([C@H]1C[C@H](O)[C@@]3([C@@H]([C@@H](CCC(NCC(=O)O)=O)C)CC[C@H]3[C@@H]1[C@@H](C2)O)C)C,1
829,Chlorpromazine_Hcl,sucrose_octaacetate,C(CN(C)C)CN1c2c(Sc3c1cccc3)ccc(c2)Cl,[C@]1([C@@H](OC(=O)C)[C@H](OC(C)=O)[C@H](O1)COC(=O)C)(O[C@H]1O[C@H](COC(C)=O)[C@H]([C@@H]([C@H]1OC(C)=O)OC(=O)C)OC(C)=O)COC(=O)C,C(CN(C)C)CN1c2c(Sc3c1cccc3)ccc(c2)Cl.[C@]1([C@@H](OC(=O)C)[C@H](OC(C)=O)[C@H](O1)COC(=O)C)(O[C@H]1O[C@H](COC(C)=O)[C@H]([C@@H]([C@H]1OC(C)=O)OC(=O)C)OC(C)=O)COC(=O)C,0
830,Chlorpromazine_Hcl,trans_anethole,c1cccc2c1Sc1c(cc(Cl)cc1)N2CCCN(C)C,c1c(ccc(OC)c1)/C=C/C,c1cccc2c1Sc1c(cc(Cl)cc1)N2CCCN(C)C.c1c(ccc(OC)c1)/C=C/C,0
